,index,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Department,Account Description,Fund Description,Cost Center Description,Days to Pay,Compliant Indicator,Payment Status,Invoice Year,Invoice Month,Invoice Day,Month Part,Invoices Paid,Sum of Paid Invoices,Invoices Unpaid,Sum of Unpaid Invoices,Invoices Overdue,Not Intime Payments Ratio,Average Days to Pay
3871,13800.0,2128594.0,2015-09-04,15203709,2015-08-13,62.37,6,10,56,0,22.0,1,1,2015.0,8.0,13.0,2,9.0,774.29,5.0,524.57,9.0,1.0,40.888888888888886
3872,13807.0,2130450.0,2015-10-09,15203668,2015-08-13,97.3,6,10,64,71,57.0,0,2,2015.0,8.0,13.0,2,233.0,17577.6,4.0,419.17,29.0,0.12446351931330472,20.549356223175966
3873,9385.0,2128594.0,2015-09-04,15203661,2015-08-13,130.58,6,10,56,0,22.0,1,1,2015.0,8.0,13.0,2,9.0,774.29,5.0,456.36,9.0,1.0,40.888888888888886
3874,5458.0,2128972.0,2015-09-14,15203682,2015-08-13,82.75,14,10,56,113,32.0,0,2,2015.0,8.0,13.0,2,29.0,2728.6100000000006,1.0,82.75,8.0,0.27586206896551724,21.75862068965517
3875,6023.0,2129535.0,2015-09-24,15203653,2015-08-13,405.32,3,10,56,35,42.0,0,2,2015.0,8.0,13.0,2,11.0,2223.2,2.0,576.6800000000001,10.0,0.9090909090909091,75.63636363636364
3876,5278.0,2128466.0,2015-09-02,15203687,2015-08-13,82.75,14,10,56,120,20.0,1,1,2015.0,8.0,13.0,2,100.0,9271.180000000002,4.0,227.25,26.0,0.26,20.64
3877,6674.0,2128660.0,2015-09-08,15203679,2015-08-13,82.75,14,10,56,124,26.0,1,1,2015.0,8.0,13.0,2,56.0,3846.78,0.0,0.0,12.0,0.21428571428571427,21.535714285714285
3878,7843.0,2130450.0,2015-10-09,15203699,2015-08-13,92.8,14,6,56,129,57.0,0,2,2015.0,8.0,13.0,2,143.0,12305.43,21.0,2289.94,59.0,0.4125874125874126,27.25874125874126
3879,8319.0,2129327.0,2015-09-21,15203680,2015-08-13,82.75,14,10,56,125,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3880,6264.0,2129327.0,2015-09-21,15203658,2015-08-13,183.29,1,10,56,69,39.0,0,2,2015.0,8.0,13.0,2,106.0,16573.12,16.0,2266.54,45.0,0.42452830188679247,30.028301886792452
3881,7545.0,2127997.0,2015-08-26,15203657,2015-08-13,107.78,6,10,56,16,13.0,1,0,2015.0,8.0,13.0,2,98.0,14017.2,1.0,197.96,40.0,0.40816326530612246,35.09183673469388
3882,13687.0,2129327.0,2015-09-21,15203685,2015-08-13,82.75,14,10,56,115,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3883,9344.0,2128972.0,2015-09-14,15203649,2015-08-13,144.22,14,6,56,79,32.0,0,2,2015.0,8.0,13.0,2,25.0,4514.860000000001,1.0,144.22,10.0,0.4,29.52
3884,8295.0,2130450.0,2015-10-09,15203646,2015-08-13,202.41,12,10,56,20,57.0,0,2,2015.0,8.0,13.0,2,8.0,1466.38,1.0,267.04,5.0,0.625,34.625
3885,7901.0,2128972.0,2015-09-14,15203700,2015-08-13,82.75,14,10,56,148,32.0,0,2,2015.0,8.0,13.0,2,1.0,165.5,1.0,113.89,1.0,1.0,25.0
3886,7334.0,2128972.0,2015-09-14,15203678,2015-08-13,82.75,14,10,56,110,32.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3887,5523.0,2128466.0,2015-09-02,15203711,2015-08-13,119.04,14,10,19,46,20.0,1,1,2015.0,8.0,13.0,2,5.0,634.74,0.0,0.0,2.0,0.4,52.2
3888,7748.0,2130450.0,2015-10-09,15203647,2015-08-13,222.45,12,10,69,144,57.0,0,2,2015.0,8.0,13.0,2,10.0,2063.67,1.0,257.78,7.0,0.7,44.5
3889,6893.0,2129327.0,2015-09-21,15203689,2015-08-13,82.75,14,10,56,119,39.0,0,2,2015.0,8.0,13.0,2,29.0,2728.6100000000006,2.0,248.25,9.0,0.3103448275862069,21.96551724137931
3890,13087.0,2128466.0,2015-09-02,15203706,2015-08-13,91.82,4,6,56,38,20.0,1,1,2015.0,8.0,13.0,2,117.0,9773.819999999998,2.0,288.44,16.0,0.13675213675213677,22.273504273504273
3891,10074.0,2129327.0,2015-09-21,15203691,2015-08-13,82.75,14,10,56,151,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3892,3714.0,2129269.0,2015-09-18,15203692,2015-08-13,82.75,14,10,56,126,36.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3893,3458.0,2129327.0,2015-09-21,15203686,2015-08-13,82.75,14,10,56,118,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3894,10923.0,2129269.0,2015-09-18,15203695,2015-08-13,82.75,14,10,56,121,36.0,0,2,2015.0,8.0,13.0,2,19.0,1815.9799999999998,2.0,248.25,5.0,0.2631578947368421,22.05263157894737
3895,10920.0,2128466.0,2015-09-02,15203662,2015-08-13,185.44,6,6,65,106,20.0,1,1,2015.0,8.0,13.0,2,12.0,3702.9999999999995,8.0,2036.36,15.0,1.25,59.75
3896,12100.0,2128660.0,2015-09-08,15203677,2015-08-13,82.75,14,6,56,107,26.0,1,1,2015.0,8.0,13.0,2,1.0,82.75,0.0,0.0,0.0,0.0,25.0
3897,2035.0,2129327.0,2015-09-21,15203684,2015-08-13,82.75,14,10,56,65,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3898,3834.0,2130450.0,2015-10-09,15203644,2015-08-13,139.91,4,10,56,80,57.0,0,2,2015.0,8.0,13.0,2,46.0,5497.8099999999995,4.0,339.75,16.0,0.34782608695652173,23.434782608695652
3899,11056.0,2128466.0,2015-09-02,15203672,2015-08-13,82.75,14,10,17,14,20.0,1,1,2015.0,8.0,13.0,2,21.0,2024.62,0.0,0.0,7.0,0.3333333333333333,26.238095238095237
3900,2156.0,2127817.0,2015-08-21,15203645,2015-08-13,721.51,12,6,58,57,8.0,1,0,2015.0,8.0,13.0,2,5.0,1798.12,0.0,0.0,2.0,0.4,25.6
3901,11510.0,2130450.0,2015-10-09,15203654,2015-08-13,125.19,1,10,56,69,57.0,0,2,2015.0,8.0,13.0,2,106.0,16573.12,16.0,2324.64,45.0,0.42452830188679247,30.028301886792452
3902,14187.0,2128594.0,2015-09-04,15203704,2015-08-13,113.89,14,10,18,8,22.0,1,1,2015.0,8.0,13.0,2,8.0,1094.45,1.0,113.89,5.0,0.625,31.75
3903,9775.0,2130450.0,2015-10-09,15203669,2015-08-13,97.3,6,10,64,71,57.0,0,2,2015.0,8.0,13.0,2,233.0,17577.6,4.0,419.17,29.0,0.12446351931330472,20.549356223175966
3904,11906.0,2128660.0,2015-09-08,15203674,2015-08-13,82.75,14,10,56,112,26.0,1,1,2015.0,8.0,13.0,2,1.0,82.75,1.0,82.75,1.0,1.0,25.0
3905,1225.0,2130450.0,2015-10-09,15203666,2015-08-13,104.25,6,10,64,71,57.0,0,2,2015.0,8.0,13.0,2,233.0,17577.6,4.0,412.22,29.0,0.12446351931330472,20.549356223175966
3906,3540.0,2128660.0,2015-09-08,15203650,2015-08-13,144.22,14,6,56,32,26.0,1,1,2015.0,8.0,13.0,2,23.0,3649.5399999999986,1.0,144.22,10.0,0.43478260869565216,29.434782608695652
3907,13259.0,2128466.0,2015-09-02,15203655,2015-08-13,138.03,12,6,56,13,20.0,1,1,2015.0,8.0,13.0,2,30.0,6198.209999999999,1.0,138.03,6.0,0.2,25.833333333333332
3908,13041.0,2129327.0,2015-09-21,15203696,2015-08-13,82.75,14,10,56,114,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3909,12023.0,2128594.0,2015-09-04,15203701,2015-08-13,199.18,1,6,56,28,22.0,1,1,2015.0,8.0,13.0,2,41.0,5525.0,1.0,154.98,14.0,0.34146341463414637,28.73170731707317
3910,2376.0,2129327.0,2015-09-21,15203690,2015-08-13,82.75,14,10,56,122,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,249.25,2.0,0.0,0.0
3911,1968.0,2127997.0,2015-08-26,15203698,2015-08-13,108.58,5,10,56,40,13.0,1,0,2015.0,8.0,13.0,2,92.0,7484.32,1.0,108.58,7.0,0.07608695652173914,17.67391304347826
3912,189.0,2128660.0,2015-09-08,15203675,2015-08-13,82.75,14,10,56,111,26.0,1,1,2015.0,8.0,13.0,2,1.0,82.75,0.0,0.0,0.0,0.0,25.0
3913,2876.0,2128466.0,2015-09-02,15203663,2015-08-13,277.58,6,6,65,106,20.0,1,1,2015.0,8.0,13.0,2,12.0,3702.9999999999995,8.0,1944.2199999999998,15.0,1.25,59.75
3914,12013.0,2128972.0,2015-09-14,15203648,2015-08-13,144.22,14,6,56,123,32.0,0,2,2015.0,8.0,13.0,2,36.0,3759.539999999999,1.0,144.22,9.0,0.25,21.333333333333332
3915,12526.0,2128660.0,2015-09-08,15203673,2015-08-13,82.75,14,6,56,147,26.0,1,1,2015.0,8.0,13.0,2,1.0,82.75,0.0,0.0,0.0,0.0,25.0
3916,12600.0,2138071.0,2016-03-16,15203699A,2015-08-13,96.29,14,10,56,129,216.0,0,3,2015.0,8.0,13.0,2,143.0,12305.43,21.0,2286.4500000000003,59.0,0.4125874125874126,27.25874125874126
3917,995.0,2127817.0,2015-08-21,15203710,2015-08-13,159.07,12,6,58,58,8.0,1,0,2015.0,8.0,13.0,2,51.0,3972.78,1.0,173.82,25.0,0.49019607843137253,29.980392156862745
3918,292.0,2128466.0,2015-09-02,15203664,2015-08-13,277.58,6,6,65,106,20.0,1,1,2015.0,8.0,13.0,2,12.0,3702.9999999999995,8.0,1944.2199999999998,15.0,1.25,59.75
3919,12964.0,2128594.0,2015-09-04,15203702,2015-08-13,177.96,1,6,56,69,22.0,1,1,2015.0,8.0,13.0,2,106.0,16573.12,16.0,2271.87,45.0,0.42452830188679247,30.028301886792452
3920,10286.0,2131421.0,2015-10-30,15203707,2015-08-13,147.75,7,6,56,76,78.0,0,2,2015.0,8.0,13.0,2,27.0,5127.77,5.0,738.75,8.0,0.2962962962962963,20.962962962962962
3921,10198.0,2129327.0,2015-09-21,15203693,2015-08-13,82.75,14,10,56,130,39.0,0,2,2015.0,8.0,13.0,2,0.0,0.0,2.0,248.25,2.0,0.0,0.0
3922,325.0,2127997.0,2015-08-26,15203652,2015-08-13,197.96,6,10,56,16,13.0,1,0,2015.0,8.0,13.0,2,98.0,14017.2,1.0,107.78,40.0,0.40816326530612246,35.09183673469388
3923,11649.0,2130666.0,2015-10-14,15203703,2015-08-13,164.88,1,10,49,7,62.0,0,2,2015.0,8.0,13.0,2,60.0,6240.0,1.0,309.96,28.0,0.4666666666666667,38.083333333333336
3924,3411.0,2128466.0,2015-09-02,15203705,2015-08-13,225.15,14,10,57,49,20.0,1,1,2015.0,8.0,13.0,2,43.0,11446.15,0.0,0.0,9.0,0.20930232558139536,22.27906976744186
3925,1635.0,2127387.0,2015-08-17,15203651,2015-08-13,144.22,4,10,56,38,4.0,1,0,2015.0,8.0,13.0,2,117.0,9773.819999999998,2.0,236.04,16.0,0.13675213675213677,22.273504273504273
3926,13292.0,2130450.0,2015-10-09,15203656,2015-08-13,125.19,1,10,56,69,57.0,0,2,2015.0,8.0,13.0,2,106.0,16573.12,16.0,2324.6400000000003,45.0,0.42452830188679247,30.028301886792452
3927,9905.0,2128660.0,2015-09-08,15203676,2015-08-13,82.75,14,10,56,108,26.0,1,1,2015.0,8.0,13.0,2,57.0,5441.01,0.0,0.0,18.0,0.3157894736842105,27.05263157894737
3928,6968.0,2129940.0,2015-10-02,15227741,2015-08-31,125.19,11,10,56,37,32.0,0,2,2015.0,8.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,13280.0,2129269.0,2015-09-18,4016919439,2015-09-01,272.29,11,6,56,101,17.0,1,1,2015.0,9.0,1.0,1,32.0,8967.990000000002,0.0,0.0,4.0,0.125,20.59375
3930,7362.0,2129535.0,2015-09-24,4016908984,2015-09-01,45.0,4,10,56,18,23.0,1,1,2015.0,9.0,1.0,1,64.0,6658.35,1.0,163.3,8.0,0.125,21.375
3931,14075.0,2128972.0,2015-09-14,4016910035,2015-09-01,118.09,11,6,56,62,13.0,1,0,2015.0,9.0,1.0,1,33.0,4007.4400000000005,0.0,0.0,5.0,0.15151515151515152,20.03030303030303
3932,2832.0,2129269.0,2015-09-18,4016930764,2015-09-01,99.4,5,10,56,41,17.0,1,1,2015.0,9.0,1.0,1,14.0,1585.0,0.0,0.0,6.0,0.42857142857142855,32.92857142857143
3933,14393.0,2128972.0,2015-09-14,4016895576,2015-09-01,118.09,11,6,56,75,13.0,1,0,2015.0,9.0,1.0,1,64.0,8896.96,1.0,159.94,10.0,0.15625,20.671875
3934,8982.0,2129024.0,2015-09-15,4016914922,2015-09-01,159.94,11,10,56,95,14.0,1,0,2015.0,9.0,1.0,1,96.0,15354.240000000003,2.0,319.88,15.0,0.15625,20.604166666666668
3935,12176.0,2128972.0,2015-09-14,4016905047,2015-09-01,159.94,14,10,56,129,13.0,1,0,2015.0,9.0,1.0,1,146.0,12433.52,22.0,2382.7400000000007,63.0,0.4315068493150685,27.684931506849313
3936,8165.0,2130355.0,2015-10-08,4016902290,2015-09-01,139.09,8,6,62,146,37.0,0,2,2015.0,9.0,1.0,1,58.0,5285.070000000001,0.0,0.0,19.0,0.3275862068965517,26.17241379310345
3937,14079.0,2130119.0,2015-10-06,4016939678,2015-09-01,145.0,14,10,20,31,35.0,0,2,2015.0,9.0,1.0,1,124.0,17679.04,4.0,307.16,21.0,0.1693548387096774,23.70967741935484
3938,149.0,2129024.0,2015-09-15,4016901972,2015-09-01,159.94,11,10,56,92,14.0,1,0,2015.0,9.0,1.0,1,31.0,4958.139999999998,0.0,0.0,3.0,0.0967741935483871,18.838709677419356
3939,14856.0,2128972.0,2015-09-14,4016920443,2015-09-01,118.09,11,6,56,94,13.0,1,0,2015.0,9.0,1.0,1,24.0,2834.16,1.0,118.09,2.0,0.08333333333333333,16.5
3940,11695.0,2129269.0,2015-09-18,4016928938,2015-09-01,272.29,11,6,56,135,17.0,1,1,2015.0,9.0,1.0,1,32.0,8734.75,0.0,0.0,4.0,0.125,20.53125
3941,3545.0,2130119.0,2015-10-06,4016930515,2015-09-01,229.27,14,10,20,50,35.0,0,2,2015.0,9.0,1.0,1,133.0,17346.72,3.0,472.0,16.0,0.12030075187969924,22.57894736842105
3942,10870.0,2129535.0,2015-09-24,4016924621,2015-09-01,187.3,8,6,56,52,23.0,1,1,2015.0,9.0,1.0,1,44.0,6825.390000000001,0.0,0.0,10.0,0.22727272727272727,24.136363636363637
3943,5940.0,2131252.0,2015-10-27,4016924468,2015-09-01,208.3,13,10,56,141,56.0,0,2,2015.0,9.0,1.0,1,2.0,416.6,2.0,416.6,4.0,2.0,53.5
3944,813.0,2129269.0,2015-09-18,4016918800,2015-09-01,272.29,11,6,56,93,17.0,1,1,2015.0,9.0,1.0,1,32.0,8713.28,0.0,0.0,4.0,0.125,20.375
3945,3881.0,2129535.0,2015-09-24,40165934416,2015-09-01,24.0,14,10,56,129,23.0,1,1,2015.0,9.0,1.0,1,146.0,12433.52,22.0,2518.6800000000007,63.0,0.4315068493150685,27.684931506849313
3946,14461.0,2128972.0,2015-09-14,4016917408,2015-09-01,118.09,11,6,56,96,13.0,1,0,2015.0,9.0,1.0,1,32.0,3778.88,0.0,0.0,5.0,0.15625,19.8125
3947,615.0,2128972.0,2015-09-14,4016915055,2015-09-01,118.09,11,6,56,94,13.0,1,0,2015.0,9.0,1.0,1,24.0,2834.16,1.0,118.09,2.0,0.08333333333333333,16.5
3948,2083.0,2129393.0,2015-09-22,4016926591,2015-09-01,206.46,6,10,56,17,21.0,1,1,2015.0,9.0,1.0,1,46.0,6730.890000000001,0.0,0.0,17.0,0.3695652173913043,27.82608695652174
3949,12490.0,2129024.0,2015-09-15,4016894184,2015-09-01,127.03,6,10,64,73,14.0,1,0,2015.0,9.0,1.0,1,42.0,4382.839999999999,0.0,0.0,9.0,0.21428571428571427,25.5
3950,12972.0,2130119.0,2015-10-06,4016908992,2015-09-01,67.0,14,10,20,31,35.0,0,2,2015.0,9.0,1.0,1,124.0,17679.04,4.0,385.16,21.0,0.1693548387096774,23.70967741935484
3951,4369.0,2129535.0,2015-09-24,4016929985,2015-09-01,163.3,4,10,56,18,23.0,1,1,2015.0,9.0,1.0,1,64.0,6658.35,1.0,45.0,8.0,0.125,21.375
3952,4919.0,2129327.0,2015-09-21,4016903198,2015-09-01,115.09,7,6,67,137,20.0,1,1,2015.0,9.0,1.0,1,40.0,3738.7800000000007,1.0,115.09,12.0,0.3,25.9
3953,306.0,2130119.0,2015-10-06,4016927937,2015-09-01,145.0,14,10,20,50,35.0,0,2,2015.0,9.0,1.0,1,133.0,17346.72,3.0,556.27,16.0,0.12030075187969924,22.57894736842105
3954,8919.0,2129535.0,2015-09-24,4016933629,2015-09-01,10.0,14,10,56,129,23.0,1,1,2015.0,9.0,1.0,1,146.0,12433.52,22.0,2532.6800000000007,63.0,0.4315068493150685,27.684931506849313
3955,13877.0,2129269.0,2015-09-18,4016922817,2015-09-01,272.29,11,6,56,103,17.0,1,1,2015.0,9.0,1.0,1,33.0,8924.11,0.0,0.0,8.0,0.24242424242424243,33.515151515151516
3956,11097.0,2129024.0,2015-09-15,4016921315,2015-09-01,159.94,11,10,56,97,14.0,1,0,2015.0,9.0,1.0,1,34.0,5550.3099999999995,0.0,0.0,3.0,0.08823529411764706,18.764705882352942
3957,8257.0,2129024.0,2015-09-15,4016896128,2015-09-01,159.94,11,10,56,95,14.0,1,0,2015.0,9.0,1.0,1,96.0,15354.240000000003,2.0,319.88,15.0,0.15625,20.604166666666668
3958,10432.0,2130119.0,2015-10-06,4016910654,2015-09-01,145.0,14,10,20,31,35.0,0,2,2015.0,9.0,1.0,1,124.0,17679.04,4.0,307.16,21.0,0.1693548387096774,23.70967741935484
3959,2517.0,2129024.0,2015-09-15,4016909694,2015-09-01,159.94,11,10,56,75,14.0,1,0,2015.0,9.0,1.0,1,64.0,8896.96,1.0,118.09,10.0,0.15625,20.671875
3960,11209.0,2129535.0,2015-09-24,4016893760,2015-09-01,94.09,14,10,56,129,23.0,1,1,2015.0,9.0,1.0,1,146.0,12433.52,22.0,2448.5900000000006,63.0,0.4315068493150685,27.684931506849313
3961,8047.0,2130119.0,2015-10-06,4016923657,2015-09-01,290.0,14,10,20,50,35.0,0,2,2015.0,9.0,1.0,1,133.0,17346.72,3.0,411.27,16.0,0.12030075187969924,22.57894736842105
3962,3929.0,2131370.0,2015-10-29,4016926791,2015-09-01,187.3,7,6,59,131,58.0,0,2,2015.0,9.0,1.0,1,24.0,3342.0,5.0,817.85,22.0,0.9166666666666666,51.666666666666664
3963,2688.0,2130119.0,2015-10-06,4016941795,2015-09-01,37.0,14,10,20,50,35.0,0,2,2015.0,9.0,1.0,1,133.0,17346.72,3.0,664.27,16.0,0.12030075187969924,22.57894736842105
3964,7559.0,2129535.0,2015-09-24,4016894232,2015-09-01,184.3,8,6,56,34,23.0,1,1,2015.0,9.0,1.0,1,40.0,6407.7300000000005,0.0,0.0,17.0,0.425,30.175
3965,7111.0,2130119.0,2015-10-06,4016931778,2015-09-01,28.16,14,10,20,31,35.0,0,2,2015.0,9.0,1.0,1,124.0,17679.04,4.0,424.0,21.0,0.1693548387096774,23.70967741935484
3966,1735.0,2129269.0,2015-09-18,4016913830,2015-09-01,94.09,14,10,56,45,17.0,1,1,2015.0,9.0,1.0,1,30.0,2822.7000000000007,5.0,519.1800000000001,12.0,0.4,22.166666666666668
3967,21.0,2129269.0,2015-09-18,4016923901,2015-09-01,84.03,1,10,56,84,17.0,1,1,2015.0,9.0,1.0,1,54.0,4720.9299999999985,1.0,84.03,20.0,0.37037037037037035,33.18518518518518
3968,5106.0,2129024.0,2015-09-15,4106902619,2015-09-01,155.0,6,10,56,22,14.0,1,0,2015.0,9.0,1.0,1,59.0,5500.0,0.0,0.0,4.0,0.06779661016949153,17.491525423728813
3969,3209.0,2129024.0,2015-09-15,4016941990,2015-09-01,159.94,11,10,56,95,14.0,1,0,2015.0,9.0,1.0,1,96.0,15354.240000000003,2.0,319.88,15.0,0.15625,20.604166666666668
3970,5013.0,2129269.0,2015-09-18,4016955819,2015-09-02,82.54,5,10,56,44,16.0,1,1,2015.0,9.0,2.0,1,49.0,4500.669999999999,0.0,0.0,14.0,0.2857142857142857,31.040816326530614
3971,12355.0,2129327.0,2015-09-21,4016955375,2015-09-02,94.09,6,10,56,61,19.0,1,1,2015.0,9.0,2.0,1,37.0,2934.480000000001,3.0,282.27,14.0,0.3783783783783784,27.18918918918919
3972,3344.0,2129024.0,2015-09-15,4016955466,2015-09-02,142.37,6,10,64,74,13.0,1,0,2015.0,9.0,2.0,1,48.0,3942.35,0.0,0.0,7.0,0.14583333333333334,21.729166666666668
3973,5975.0,2129940.0,2015-10-02,4016955250,2015-09-02,71.53,7,6,59,133,30.0,1,1,2015.0,9.0,2.0,1,33.0,2401.3500000000004,0.0,0.0,5.0,0.15151515151515152,19.12121212121212
3974,11595.0,2130355.0,2015-10-08,4016979679,2015-09-05,42.0,12,6,66,142,33.0,0,2,2015.0,9.0,5.0,1,32.0,1542.5500000000002,0.0,0.0,11.0,0.34375,32.0625
3975,11084.0,2131421.0,2015-10-30,14353398A,2015-09-08,147.75,7,6,56,76,52.0,0,2,2015.0,9.0,8.0,1,27.0,5127.77,6.0,886.5,8.0,0.2962962962962963,20.962962962962962
3976,8450.0,2129940.0,2015-10-02,4016991139,2015-09-09,42.0,8,10,62,146,23.0,1,1,2015.0,9.0,9.0,1,58.0,5285.070000000001,1.0,139.09,19.0,0.3275862068965517,26.17241379310345
3977,7879.0,2130119.0,2015-10-06,4016994509,2015-09-10,188.01,11,10,56,15,26.0,1,1,2015.0,9.0,10.0,1,37.0,8900.25,0.0,0.0,9.0,0.24324324324324326,25.10810810810811
3978,12890.0,2129269.0,2015-09-18,4016999047,2015-09-11,103.5,6,10,64,71,7.0,1,0,2015.0,9.0,11.0,2,234.0,17697.92,4.0,396.15,29.0,0.12393162393162394,20.55128205128205
3979,2225.0,2130064.0,2015-10-05,15300292,2015-09-12,127.95,14,10,19,46,23.0,1,1,2015.0,9.0,12.0,2,6.0,753.78,0.0,0.0,2.0,0.3333333333333333,46.833333333333336
3980,6403.0,2130064.0,2015-10-05,15300262,2015-09-12,82.75,14,10,56,109,23.0,1,1,2015.0,9.0,12.0,2,29.0,2728.6100000000006,2.0,165.5,8.0,0.27586206896551724,21.79310344827586
3981,3608.0,2131485.0,2015-11-02,15300239 OCT,2015-09-12,183.29,1,10,56,69,51.0,0,2,2015.0,9.0,12.0,2,116.0,18028.329999999998,12.0,1725.94,45.0,0.3879310344827586,32.3448275862069
3982,1078.0,2130064.0,2015-10-05,15300282,2015-09-12,180.46,1,6,56,28,23.0,1,1,2015.0,9.0,12.0,2,42.0,5724.18,1.0,154.98,14.0,0.3333333333333333,28.571428571428573
3983,13569.0,2130119.0,2015-10-06,15300277,2015-09-12,82.75,14,10,56,114,24.0,1,1,2015.0,9.0,12.0,2,0.0,0.0,3.0,331.0,2.0,0.0,0.0
3984,10771.0,2134654.0,2016-01-07,15300225A,2015-09-12,6.37,4,12,56,80,117.0,0,3,2015.0,9.0,12.0,2,46.0,5497.8099999999995,6.0,619.5699999999999,16.0,0.34782608695652173,23.434782608695652
3985,8964.0,2130064.0,2015-10-05,15300263,2015-09-12,82.75,14,10,56,113,23.0,1,1,2015.0,9.0,12.0,2,29.0,2728.6100000000006,2.0,165.5,8.0,0.27586206896551724,21.75862068965517
3986,12080.0,2130064.0,2015-10-05,15300251,2015-09-12,97.3,6,10,64,72,23.0,1,1,2015.0,9.0,12.0,2,58.0,3416.8,1.0,97.3,7.0,0.1206896551724138,20.620689655172413
3987,13660.0,2130064.0,2015-10-05,15300290,2015-09-12,62.37,6,10,56,0,23.0,1,1,2015.0,9.0,12.0,2,15.0,1361.2299999999998,1.0,135.24,9.0,0.6,45.733333333333334
3988,4762.0,2130064.0,2015-10-05,15300278,2015-09-12,108.58,5,10,56,40,23.0,1,1,2015.0,9.0,12.0,2,94.0,7701.48,1.0,108.58,7.0,0.07446808510638298,17.574468085106382
3989,2284.0,2130119.0,2015-10-06,15300291,2015-09-12,172.3,12,10,58,58,24.0,1,1,2015.0,9.0,12.0,2,53.0,4305.67,0.0,0.0,25.0,0.4716981132075472,29.735849056603772
3990,9884.0,2130355.0,2015-10-08,15300236,2015-09-12,138.03,12,6,56,13,26.0,1,1,2015.0,9.0,12.0,2,32.0,6474.2699999999995,0.0,0.0,6.0,0.1875,27.40625
3991,6817.0,2130064.0,2015-10-05,15300246,2015-09-12,113.89,14,6,56,150,23.0,1,1,2015.0,9.0,12.0,2,2.0,341.67,1.0,113.89,0.0,0.0,23.5
3992,7070.0,2130064.0,2015-10-05,15300273,2015-09-12,82.75,14,10,56,126,23.0,1,1,2015.0,9.0,12.0,2,0.0,0.0,3.0,331.0,2.0,0.0,0.0
3993,7568.0,2130599.0,2015-10-13,15300241,2015-09-12,107.78,13,10,56,140,31.0,0,2,2015.0,9.0,12.0,2,66.0,6789.799999999999,0.0,0.0,27.0,0.4090909090909091,32.65151515151515
3994,6427.0,2130119.0,2015-10-06,15300272,2015-09-12,82.75,14,10,56,151,24.0,1,1,2015.0,9.0,12.0,2,0.0,0.0,3.0,331.0,2.0,0.0,0.0
3995,4165.0,2130064.0,2015-10-05,15300254,2015-09-12,82.75,14,6,56,147,23.0,1,1,2015.0,9.0,12.0,2,2.0,165.5,1.0,82.75,0.0,0.0,25.5
3996,6042.0,2130064.0,2015-10-05,15300283,2015-09-12,210.35,1,6,56,69,23.0,1,1,2015.0,9.0,12.0,2,116.0,18028.329999999998,12.0,1698.88,45.0,0.3879310344827586,32.3448275862069
3997,705.0,2130064.0,2015-10-05,15300247,2015-09-12,104.25,6,10,64,71,23.0,1,1,2015.0,9.0,12.0,2,234.0,17697.92,8.0,791.55,29.0,0.12393162393162394,20.55128205128205
3998,6431.0,2129940.0,2015-10-02,15300233,2015-09-12,176.25,6,10,56,16,20.0,1,1,2015.0,9.0,12.0,2,100.0,14322.94,1.0,107.78,40.0,0.4,34.65
3999,7587.0,2130119.0,2015-10-06,15300275,2015-09-12,82.75,14,10,56,45,24.0,1,1,2015.0,9.0,12.0,2,31.0,2916.790000000001,5.0,519.1800000000001,12.0,0.3870967741935484,22.548387096774192
4000,11105.0,2132800.0,2015-12-01,15300252,2015-09-12,128.23,1,10,56,69,80.0,0,2,2015.0,9.0,12.0,2,116.0,18028.329999999998,12.0,1781.0,45.0,0.3879310344827586,32.3448275862069
4001,728.0,2130206.0,2015-10-07,15300285,2015-09-12,113.89,14,10,18,8,25.0,1,1,2015.0,9.0,12.0,2,10.0,1322.2300000000002,0.0,0.0,5.0,0.5,31.1
4002,7752.0,2129940.0,2015-10-02,15300227,2015-09-12,226.67,12,10,56,20,20.0,1,1,2015.0,9.0,12.0,2,9.0,1733.42,1.0,202.41,5.0,0.5555555555555556,34.888888888888886
4003,2906.0,2138071.0,2016-03-16,15300280A,2015-09-12,56.69,14,10,56,129,186.0,0,3,2015.0,9.0,12.0,2,147.0,12593.460000000001,23.0,2475.5400000000004,63.0,0.42857142857142855,27.727891156462587
