,Supplier Name,Supplier Number,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Po Number,Receipt Number,Department,Account Description,Fund Description,Cost Center Description,Minority Owned,Small Business,Women Owned,City,State,Zip,Country,Vendor Id,Days to Pay,Compliant Indicator
4,Canon Solutions America,866161,2176309,05/07/2018 12:00:00 AM,18559368,04/30/2018 12:00:00 AM,175.22,526878.0,203424.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Engineering,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
24,Canon Solutions America,866161,2153027,12/23/2016 12:00:00 AM,16527359,09/30/2016 12:00:00 AM,134.58,526878.0,153886.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,84,No
99,Canon Solutions America,866161,2205291,04/02/2020 12:00:00 AM,21265214,03/31/2020 12:00:00 AM,133.41,552282.0,280130.0,Human Resources,Office Machine Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
123,Canon Solutions America,866161,2123802,06/17/2015 12:00:00 AM,4016157275,06/01/2015 12:00:00 AM,187.3,526315.0,113735.0,Human Resources,Equipment Rental,General Fund,Human Resources Admin,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
131,Canon Solutions America,866161,2207139,05/21/2020 12:00:00 AM,20999033,01/13/2020 12:00:00 AM,82.75,552282.0,284738.0,Youth & Family Development,Office Machine Rental,2020 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,129,No
155,Canon Solutions America,866161,2207007,05/19/2020 12:00:00 AM,21379418,04/30/2020 12:00:00 AM,41.55,552282.0,284226.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
218,Canon Solutions America,866161,2216294,03/18/2021 12:00:00 AM,26421241,03/13/2021 12:00:00 AM,82.75,552282.0,315319.0,Youth & Family Development,Office Machine Rental,General Fund,Kidz Kamp,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
312,Canon Solutions America,866161,2212403,11/12/2020 12:00:00 AM,22063550,10/31/2020 12:00:00 AM,162.19,552282.0,302766.0,Police,Office Machine Rental,General Fund,Special Investigations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
339,Canon Solutions America,866161,2167505,10/27/2017 12:00:00 AM,17653644,08/13/2017 12:00:00 AM,82.75,526878.0,183069.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Hixson,No,No,No,"Chicago,","IL,",60693-0149,US,190422,75,No
366,Canon Solutions America,866161,2122688,05/29/2015 12:00:00 AM,14634148,02/10/2015 12:00:00 AM,125.19,526878.0,112012.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,108,No
386,Canon Solutions America,866161,2213481,12/21/2020 12:00:00 AM,22177752,11/30/2020 12:00:00 AM,80.19,552282.0,306652.0,Police,Office Machine Rental,General Fund,Internal Affairs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
426,Canon Solutions America,866161,2118843,03/20/2015 12:00:00 AM,4015340834,03/01/2015 12:00:00 AM,159.94,526878.0,106879.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - South Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
436,Canon Solutions America,866161,2171113,01/22/2018 12:00:00 AM,4024722228,01/01/2018 12:00:00 AM,118.09,546618.0,190778.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
450,Canon Solutions America,866161,2136504,02/17/2016 12:00:00 AM,4017686880,12/01/2015 12:00:00 AM,145.0,534811.0,132326.0,Youth & Family Development,Office Machine Rental,2016 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,78,No
459,Canon Solutions America,866161,2096574,01/10/2014 12:00:00 AM,4011700104,01/01/2014 12:00:00 AM,206.46,521447.0,79077.0,General Gov't & Agencies,Equipment Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693,US,190422,9,Yes
487,Canon Solutions America,866161,2200183,11/20/2019 12:00:00 AM,20694010,10/31/2019 12:00:00 AM,83.1,552282.0,266595.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,20,Yes
537,Canon Solutions America,866161,2119940,04/09/2015 12:00:00 AM,14448126,12/13/2014 12:00:00 AM,144.22,526878.0,102967.0,Youth & Family Development,Equipment Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693,US,190422,117,No
606,Canon Solutions America,866161,2132107,11/13/2015 12:00:00 AM,15397016,10/13/2015 12:00:00 AM,125.04,526878.0,125136.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
670,Canon Solutions America,866161,2173639,03/15/2018 12:00:00 AM,18090627,12/13/2017 12:00:00 AM,82.75,526878.0,197716.0,Youth & Family Development,Office Machine Rental,General Fund,Fitness Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,92,No
684,Canon Solutions America,866161,2197302,09/09/2019 12:00:00 AM,20467978,08/31/2019 12:00:00 AM,88.83,552282.0,258195.0,Fire,Office Machine Rental,TVRCS Operations,TN Valley Regional Communications,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
718,Canon Solutions America,866161,2077376,02/20/2013 12:00:00 AM,4008420721,01/05/2013 12:00:00 AM,175.0,519653.0,59973.0,General Services,Equipment Rental,General Fund,General Services Admin,No,No,No,"Chicago,","IL,",60693,US,190422,46,No
763,Canon Solutions America,866161,2129269,09/18/2015 12:00:00 AM,4016923901,09/01/2015 12:00:00 AM,84.03,526878.0,121277.0,Economic & Community Development,Office Machine Rental,General Fund,Outdoor Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,17,Yes
795,Canon Solutions America,866161,2210837,09/22/2020 12:00:00 AM,21907568,09/12/2020 12:00:00 AM,210.09,552282.0,297116.0,Youth & Family Development,Office Machine Rental,2021 Foster Grandparents,Foster Grandparent - Vol Support,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
804,Canon Solutions America,866161,2206363,05/01/2020 12:00:00 AM,21379402,04/30/2020 12:00:00 AM,143.26,552282.0,282782.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
816,Canon Solutions America,866161,2198827,10/16/2019 12:00:00 AM,20657557,10/13/2019 12:00:00 AM,144.22,552282.0,262818.0,Youth & Family Development,Office Machine Rental,General Fund,North River Center Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,3,Yes
840,Canon Solutions America,866161,2184543,11/12/2018 12:00:00 AM,19323623,10/13/2018 12:00:00 AM,144.22,526878.0,225151.0,Youth & Family Development,Office Machine Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,30,Yes
861,Canon Solutions America,866161,2202483,01/27/2020 12:00:00 AM,20921931,12/31/2019 12:00:00 AM,69.48,556689.0,272722.0,Youth & Family Development,Office Machine Rental,2020 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,27,Yes
946,Canon Solutions America,866161,2118081,03/06/2015 12:00:00 AM,4015074264,02/01/2015 12:00:00 AM,159.94,526878.0,105234.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693,US,190422,33,No
998,Canon Solutions America,866161,2122781,06/01/2015 12:00:00 AM,4015907376,05/01/2015 12:00:00 AM,118.09,526315.0,111634.0,Police,Office Machine Rental,General Fund,Police Patrol Echo,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
1052,Canon Solutions America,866161,2197456,09/11/2019 12:00:00 AM,20448019,08/31/2019 12:00:00 AM,124.24,552282.0,258647.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Avondale Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
1093,Canon Solutions America,866161,2102866,05/13/2014 12:00:00 AM,4012431749,03/25/2014 12:00:00 AM,555.74,519302.0,85297.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,49,No
1103,Canon Solutions America,866161,2152967,12/22/2016 12:00:00 AM,16706592,11/12/2016 12:00:00 AM,82.75,526878.0,155774.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
1108,Canon Solutions America,866161,2150255,10/27/2016 12:00:00 AM,16424500,08/31/2016 12:00:00 AM,82.75,526878.0,151399.0,Finance & Admin,Office Machine Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693,US,190422,57,No
1126,Canon Solutions America,866161,2151839,12/02/2016 12:00:00 AM,4020366047,10/01/2016 12:00:00 AM,24.0,526878.0,153314.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,62,No
1193,Canon Solutions America,866161,2136504,02/17/2016 12:00:00 AM,4018246727,02/01/2016 12:00:00 AM,24.0,526315.0,132424.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
1315,Canon Solutions America,866161,2204447,03/09/2020 12:00:00 AM,21150400,02/29/2020 12:00:00 AM,77.75,552282.0,277863.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
1361,Canon Solutions America,866161,2158573,04/27/2017 12:00:00 AM,17046532,02/28/2017 12:00:00 AM,159.31,541368.0,166212.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Safety & Training,No,No,No,"Chicago,","IL,",60693,US,190422,58,No
1387,Canon Solutions America,866161,2132224,11/17/2015 12:00:00 AM,4017424830,11/01/2015 12:00:00 AM,187.3,526878.0,125883.0,General Services,Equipment Rental,General Fund,General Services Admin,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
1391,Canon Solutions America,866161,2136504,02/17/2016 12:00:00 AM,15691426,01/13/2016 12:00:00 AM,107.78,526878.0,132355.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
1496,Canon Solutions America,866161,2171079,01/19/2018 12:00:00 AM,18200582,01/13/2018 12:00:00 AM,107.78,526878.0,191469.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
1628,Canon Solutions America,866161,2190782,04/15/2019 12:00:00 AM,19909073,03/31/2019 12:00:00 AM,173.87,552282.0,241520.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Inflow & Infiltration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,15,Yes
1652,Canon Solutions America,866161,2132800,12/01/2015 12:00:00 AM,4017371778,10/28/2015 12:00:00 AM,-5.45,,,Youth & Family Development,Office Machine Rental,2016 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,34,No
1671,Canon Solutions America,866161,2151838,12/02/2016 12:00:00 AM,16018386,04/30/2016 12:00:00 AM,200.5,526878.0,148086.0,Police,Office Machine Rental,General Fund,Family Justice Center,No,No,No,"Chicago,","IL,",60693,US,190422,216,No
1735,Canon Solutions America,866161,2196409,08/16/2019 12:00:00 AM,20244126,06/30/2019 12:00:00 AM,82.75,552282.0,255623.0,Finance & Admin,Office Machine Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,47,No
1867,Canon Solutions America,866161,2175994,05/01/2018 12:00:00 AM,18559353,04/30/2018 12:00:00 AM,41.55,526878.0,202799.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
1887,Canon Solutions America,866161,2193911,06/17/2019 12:00:00 AM,20209207,06/12/2019 12:00:00 AM,82.75,552282.0,248817.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Cromwell Community Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
1891,Canon Solutions America,866161,2140844,05/06/2016 12:00:00 AM,15992668,04/12/2016 12:00:00 AM,185.44,526878.0,138186.0,General Gov't & Agencies,Equipment Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
1986,Canon Solutions America,866161,2217118,04/13/2021 12:00:00 AM,26480282,03/30/2021 12:00:00 AM,196.88,552282.0,317639.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
1990,Canon Solutions America,866161,2175125,04/12/2018 12:00:00 AM,18419437,03/13/2018 12:00:00 AM,133.52,526878.0,200527.0,Police,Office Machine Rental,General Fund,Police Budget & Finance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,30,Yes
2005,Canon Solutions America,866161,2199908,11/13/2019 12:00:00 AM,20771065,11/12/2019 12:00:00 AM,82.75,552282.0,265612.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Carver,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
2007,Canon Solutions America,866161,2107167,08/01/2014 12:00:00 AM,4013290807,07/01/2014 12:00:00 AM,175.0,526312.0,92211.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Westside Community Ctr,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
2034,Canon Solutions America,866161,2143453,06/21/2016 12:00:00 AM,4019294310,06/01/2016 12:00:00 AM,159.94,526878.0,142386.0,Police,Office Machine Rental,General Fund,Police Uniform Services Command,No,No,No,"Chicago,","IL,",60693,US,190422,20,Yes
2073,Canon Solutions America,866161,2137634,03/08/2016 12:00:00 AM,15691433,01/13/2016 12:00:00 AM,277.58,526878.0,132739.0,General Gov't & Agencies,Equipment Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693,US,190422,55,No
2077,Canon Solutions America,866161,2189542,03/18/2019 12:00:00 AM,19876081,03/13/2019 12:00:00 AM,97.3,526878.0,238744.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
2112,Canon Solutions America,866161,2126772,08/07/2015 12:00:00 AM,15107830,07/13/2015 12:00:00 AM,113.89,526878.0,117724.0,Youth & Family Development,Equipment Rental,General Fund,Youth Dev - Education,No,No,No,"Chicago,","IL,",60693,US,190422,25,Yes
2114,Canon Solutions America,866161,2076742,02/12/2013 12:00:00 AM,4008426108,01/05/2013 12:00:00 AM,159.94,519302.0,59448.0,Police,Equipment Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
2130,Canon Solutions America,866161,2205049,03/20/2020 12:00:00 AM,21227231,03/13/2020 12:00:00 AM,144.22,552282.0,279100.0,Youth & Family Development,Office Machine Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
2142,Canon Solutions America,866161,2213481,12/21/2020 12:00:00 AM,22177793,11/30/2020 12:00:00 AM,196.79,552282.0,306575.0,Police,Office Machine Rental,General Fund,Special Victims Unit at Family Justice Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
2185,Canon Solutions America,866161,2183832,10/26/2018 12:00:00 AM,19133763,08/31/2018 12:00:00 AM,344.27,526878.0,223607.0,Youth & Family Development,Office Machine Rental,2019 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693-0149,US,190422,56,No
2195,Canon Solutions America,866161,2126403,08/04/2015 12:00:00 AM,15012285 JULY,06/12/2015 12:00:00 AM,97.3,526878.0,117781.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Eastgate Branch,No,No,No,"Chicago,","IL,",60693,US,190422,53,No
2206,Canon Solutions America,866161,2138009,03/15/2016 12:00:00 AM,4018273443,02/02/2016 12:00:00 AM,82.54,526878.0,132466.0,Fire,Office Machine Rental,General Fund,Fire Training Division,No,No,No,"Chicago,","IL,",60693,US,190422,42,No
2235,Canon Solutions America,866161,2138272,03/18/2016 12:00:00 AM,15794205,02/11/2016 12:00:00 AM,147.75,526878.0,133287.0,General Services,Office Machine Rental,Municipal Garage,Rep & Maint - 12th & Park Garage,No,No,No,"Chicago,","IL,",60693,US,190422,36,No
2240,Canon Solutions America,866161,2207935,06/15/2020 12:00:00 AM,21492486,05/31/2020 12:00:00 AM,133.52,552282.0,287090.0,Police,Office Machine Rental,General Fund,Records Management & Services,No,No,No,"Chicago,","IL,",60693-0149,US,190422,15,Yes
2306,Canon Solutions America,866161,2112842,11/20/2014 12:00:00 AM,4014303246,11/01/2014 12:00:00 AM,107.66,527619.0,99403.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
2347,Canon Solutions America,866161,2173025,03/05/2018 12:00:00 AM,18309573,02/10/2018 12:00:00 AM,276.5,526878.0,194758.0,Public Works,Office Machine Rental,General Fund,City Engineer,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
2352,Canon Solutions America,866161,2175264,04/16/2018 12:00:00 AM,18232720,01/31/2018 12:00:00 AM,176.84,526878.0,200803.0,Public Works,Office Machine Rental,FJC Building Clearance Fund,FJC Building Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,75,No
2392,Canon Solutions America,866161,2162247,07/06/2017 12:00:00 AM,17362817,05/13/2017 12:00:00 AM,92.8,526878.0,172732.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Eastdale,No,No,No,"Chicago,","IL,",60693,US,190422,54,No
2432,Canon Solutions America,866161,2216112,03/11/2021 12:00:00 AM,26326849,02/27/2021 12:00:00 AM,83.1,552282.0,314595.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
2536,Canon Solutions America,866161,2155697,02/28/2017 12:00:00 AM,16945340,01/31/2017 12:00:00 AM,119.22,541368.0,159407.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Safety & Training,No,No,No,"Chicago,","IL,",60693,US,190422,28,Yes
2592,Canon Solutions America,866161,2179616,07/18/2018 12:00:00 AM,18858861,07/13/2018 12:00:00 AM,144.22,526878.0,211798.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
2678,Canon Solutions America,866161,2159255,05/10/2017 12:00:00 AM,4022144095,05/01/2017 12:00:00 AM,208.3,539783.0,167458.0,Transportation,Office Machine Rental,General Fund,Transportation Administration,No,No,No,"Chicago,","IL,",60693,US,190422,9,Yes
2823,Canon Solutions America,866161,2131370,10/29/2015 12:00:00 AM,4017264699,10/11/2015 12:00:00 AM,42.0,526315.0,124089.0,Public Works,Equipment Rental,Solid Waste Operations,Waste Disposal City Landfill,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
2848,Canon Solutions America,866161,2216294,03/18/2021 12:00:00 AM,26421203,03/13/2021 12:00:00 AM,82.75,552282.0,315210.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Frances B. Wyatt,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
2850,Canon Solutions America,866161,2092890,11/04/2013 12:00:00 AM,4010907418,10/01/2013 12:00:00 AM,94.09,519302.0,74463.0,Youth & Family Development,Equipment Rental,2014 CHS Child Care Program,Chatt Human Services Child Care,No,No,No,"Chicago,","IL,",60693,US,190422,34,No
2863,Canon Solutions America,866161,2146102,08/09/2016 12:00:00 AM,16295972,07/13/2016 12:00:00 AM,107.78,526878.0,145655.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,27,Yes
2931,Canon Solutions America,866161,2138272,03/18/2016 12:00:00 AM,15893728,03/13/2016 12:00:00 AM,159.51,526878.0,134491.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Pretreatment-Monitoring,No,No,No,"Chicago,","IL,",60693,US,190422,5,Yes
3042,Canon Solutions America,866161,2099480,03/11/2014 12:00:00 AM,4012249745,03/01/2014 12:00:00 AM,114.0,519302.0,82300.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,10,Yes
3055,Canon Solutions America,866161,2185917,12/17/2018 12:00:00 AM,19544200,12/13/2018 12:00:00 AM,97.3,526878.0,228935.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Eastgate Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
3131,Canon Solutions America,866161,2211570,10/15/2020 12:00:00 AM,22022906,10/13/2020 12:00:00 AM,144.22,552282.0,299978.0,Youth & Family Development,Office Machine Rental,General Fund,North River Center Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,2,Yes
3158,Canon Solutions America,866161,2131541,11/03/2015 12:00:00 AM,15396992,10/13/2015 12:00:00 AM,82.75,526878.0,124559.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - East Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,21,Yes
3162,Canon Solutions America,866161,2195973,08/05/2019 12:00:00 AM,20244121,06/30/2019 12:00:00 AM,161.35,552282.0,254406.0,Police,Office Machine Rental,General Fund,Family Justice Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,36,No
3180,Canon Solutions America,866161,2129611,09/25/2015 12:00:00 AM,15012265,06/12/2015 12:00:00 AM,144.22,526878.0,120828.0,Youth & Family Development,Office Machine Rental,General Fund,Eastgate Center Programs,No,No,No,"Chicago,","IL,",60693,US,190422,105,No
3186,Canon Solutions America,866161,2219850,06/24/2021 12:00:00 AM,26823035,05/29/2021 12:00:00 AM,619.65,552282.0,325880.0,Youth & Family Development,Office Machine Rental,2021 Head Start,Early Head Start,No,No,No,"Chicago,","IL,",60693-0149,US,190422,26,Yes
3203,Canon Solutions America,866161,2165767,09/20/2017 12:00:00 AM,17653611,08/13/2017 12:00:00 AM,144.22,526878.0,179046.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Westside Community Ctr,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
3213,Canon Solutions America,866161,2098178,02/12/2014 12:00:00 AM,4012003295,02/01/2014 12:00:00 AM,10.0,519302.0,80730.0,Youth & Family Development,Equipment Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,11,Yes
3241,Canon Solutions America,866161,2112761,11/19/2014 12:00:00 AM,4014310581,11/01/2014 12:00:00 AM,45.0,526878.0,99100.0,Finance & Admin,Equipment Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
3250,Canon Solutions America,866161,2135152,01/20/2016 12:00:00 AM,15593138,12/13/2015 12:00:00 AM,82.75,526878.0,128778.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Skatepark,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
3307,Canon Solutions America,866161,2097961,02/07/2014 12:00:00 AM,4011996803,02/01/2014 12:00:00 AM,175.0,519302.0,80624.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,6,Yes
3322,Canon Solutions America,866161,2080364,04/09/2013 12:00:00 AM,4009029225,03/11/2013 12:00:00 AM,738.9,519302.0,62580.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
3347,Canon Solutions America,866161,2178586,06/25/2018 12:00:00 AM,18638410,05/13/2018 12:00:00 AM,82.75,526878.0,208734.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Avondale,No,No,No,"Chicago,","IL,",60693-0149,US,190422,43,No
3480,Canon Solutions America,866161,2087035,07/24/2013 12:00:00 AM,4010033171,07/01/2013 12:00:00 AM,92.0,519302.0,68366.0,General Gov't & Agencies,Equipment Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
3484,Canon Solutions America,866161,2167343,10/24/2017 12:00:00 AM,17869193,10/13/2017 12:00:00 AM,190.77,,,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
3529,Canon Solutions America,866161,2087289,07/31/2013 12:00:00 AM,4010064522,07/01/2013 12:00:00 AM,45.0,519302.0,69095.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
3553,Canon Solutions America,866161,2184440,11/09/2018 12:00:00 AM,19355035,10/31/2018 12:00:00 AM,263.07,526878.0,225005.0,Finance & Admin,Office Machine Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,9,Yes
3559,Canon Solutions America,866161,2083062,05/22/2013 12:00:00 AM,4009596496,05/11/2013 12:00:00 AM,57.25,519340.0,64872.0,"Education, Arts & Culture",Equipment Rental,General Fund,Tivoli Theatre,No,No,No,"Chicago,","IL,",60693,US,190422,11,Yes
3590,Canon Solutions America,866161,2215645,03/02/2021 12:00:00 AM,4035337391,02/01/2021 12:00:00 AM,206.46,560282.0,313229.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Council,No,No,No,"Chicago,","IL,",60693-0149,US,190422,29,Yes
3677,Canon Solutions America,866161,2182378,09/21/2018 12:00:00 AM,19133717,08/31/2018 12:00:00 AM,251.33,526878.0,218681.0,Public Works,Equipment Rental,General Fund,CWS Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
3737,Canon Solutions America,866161,2191632,05/06/2019 12:00:00 AM,20020468,04/30/2019 12:00:00 AM,135.32,552282.0,243869.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,6,Yes
3743,Canon Solutions America,866161,2113873,12/11/2014 12:00:00 AM,4014326898,11/01/2014 12:00:00 AM,139.09,526315.0,101096.0,Human Resources,Equipment Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
3751,Canon Solutions America,866161,2095353,12/13/2013 12:00:00 AM,4011456290,12/01/2013 12:00:00 AM,12.0,519302.0,77335.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,12,Yes
3787,Canon Solutions America,866161,2094609,12/03/2013 12:00:00 AM,4010343468,08/01/2013 12:00:00 AM,62.0,523761.0,76413.0,General Services,Equipment Rental,General Fund,General Services Admin,No,No,No,"Chicago,","IL,",60693,US,190422,124,No
3822,Canon Solutions America,866161,2186550,01/04/2019 12:00:00 AM,19576319,12/31/2018 12:00:00 AM,41.55,526878.0,230499.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
3988,Canon Solutions America,866161,2157323,04/03/2017 12:00:00 AM,162586770,05/04/2016 12:00:00 AM,332.0,537818.0,163743.0,Economic & Community Development,Office Machine Rental,General Fund,Outdoor Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,334,No
