,Supplier Name,Supplier Number,Payment Number,Payment Date,Invoice Number,Invoice Date,Payment Total,Po Number,Receipt Number,Department,Account Description,Fund Description,Cost Center Description,Minority Owned,Small Business,Women Owned,City,State,Zip,Country,Vendor Id,Days to Pay,Compliant Indicator
386242,Canon Solutions America,866161,2197873,09/23/2019 12:00:00 AM,20468000,08/31/2019 12:00:00 AM,133.52,552282.0,259990.0,Police,Office Machine Rental,General Fund,Records Management & Services,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
386247,Canon Solutions America,866161,2187185,01/18/2019 12:00:00 AM,19654268,01/13/2019 12:00:00 AM,41.55,526878.0,232084.0,Police,Office Machine Rental,General Fund,Police Admin Support & Tech Svcs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
386250,Canon Solutions America,866161,2208242,06/24/2020 12:00:00 AM,21567629,07/01/2020 12:00:00 AM,82.75,552282.0,288476.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Tyner,No,No,No,"Chicago,","IL,",60693-0149,US,190422,-7,Yes
386317,Canon Solutions America,866161,2148044,09/13/2016 12:00:00 AM,16397964,08/13/2016 12:00:00 AM,82.75,526878.0,147976.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
386324,Canon Solutions America,866161,2138424,03/22/2016 12:00:00 AM,15794200,02/11/2016 12:00:00 AM,181.83,526878.0,135059.0,Economic & Community Development,Office Machine Rental,Comm Develop Block Grant FY16,CDBG - Admin,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
386399,Canon Solutions America,866161,2127565,08/19/2015 12:00:00 AM,4016652727,08/01/2015 12:00:00 AM,84.03,526878.0,119237.0,Economic & Community Development,Office Machine Rental,General Fund,Outdoor Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
386447,Canon Solutions America,866161,2109251,09/15/2014 12:00:00 AM,4013806981,09/01/2014 12:00:00 AM,135.0,526312.0,94969.0,Fire,Equipment Rental,General Fund,Fire Deputy Chief Admin,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
386483,Canon Solutions America,866161,2157718,04/11/2017 12:00:00 AM,17123737,03/13/2017 12:00:00 AM,82.75,526878.0,164821.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Avondale,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
386486,Canon Solutions America,866161,2169945,12/21/2017 12:00:00 AM,18010519,11/30/2017 12:00:00 AM,109.6,526878.0,187890.0,Public Works,Office Machine Rental,General Fund,CWS Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
386524,Canon Solutions America,866161,2200590,12/04/2019 12:00:00 AM,20808055,11/30/2019 12:00:00 AM,147.75,552282.0,267586.0,General Gov't & Agencies,Office Machine Rental,General Fund,Purchasing,No,No,No,"Chicago,","IL,",60693-0149,US,190422,4,Yes
386563,Canon Solutions America,866161,2129101,09/16/2015 12:00:00 AM,15012298,06/12/2015 12:00:00 AM,165.5,526878.0,120934.0,Youth & Family Development,Office Machine Rental,General Fund,Kidz Kamp,No,No,No,"Chicago,","IL,",60693,US,190422,96,No
386587,Canon Solutions America,866161,2166161,09/29/2017 12:00:00 AM,17469165,06/30/2017 12:00:00 AM,288.12,526878.0,179691.0,Police,Office Machine Rental,General Fund,Police Training Recruiting,No,No,No,"Chicago,","IL,",60693,US,190422,91,No
386589,Canon Solutions America,866161,2181863,09/10/2018 12:00:00 AM,19133740,08/31/2018 12:00:00 AM,277.73,526878.0,218067.0,General Gov't & Agencies,Office Machine Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
386608,Canon Solutions America,866161,2083062,05/22/2013 12:00:00 AM,4009573505,05/07/2013 12:00:00 AM,37.0,519302.0,64824.0,Human Services,Equipment Rental,2013 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
386609,Canon Solutions America,866161,2112842,11/20/2014 12:00:00 AM,4014323075,11/01/2014 12:00:00 AM,118.09,526315.0,99506.0,Police,Equipment Rental,General Fund,Internal Affairs,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
386671,Canon Solutions America,866161,2202963,02/05/2020 12:00:00 AM,21036605,01/31/2020 12:00:00 AM,83.38,552282.0,274155.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
386719,Canon Solutions America,866161,2177099,05/18/2018 12:00:00 AM,18638390,05/13/2018 12:00:00 AM,138.03,526878.0,204836.0,Public Works,Office Machine Rental,General Fund,CWS Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
386736,Canon Solutions America,866161,2176066,05/02/2018 12:00:00 AM,18309618,02/10/2018 12:00:00 AM,82.75,526878.0,203048.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Support Services,No,No,No,"Chicago,","IL,",60693-0149,US,190422,81,No
386802,Canon Solutions America,866161,2109319,09/16/2014 12:00:00 AM,4013814838,09/01/2014 12:00:00 AM,45.0,527730.0,95206.0,General Gov't & Agencies,Maintenance Services,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
386893,Canon Solutions America,866161,2204824,03/13/2020 12:00:00 AM,21150435,02/29/2020 12:00:00 AM,133.52,552282.0,278471.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,13,Yes
386906,Canon Solutions America,866161,2079611,03/27/2013 12:00:00 AM,4008914794,03/01/2013 12:00:00 AM,45.0,519302.0,62035.0,Public Works,Equipment Rental,Solid Waste Operations,Waste Disposal City Landfill,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
386952,Canon Solutions America,866161,2208333,06/30/2020 12:00:00 AM,21567589,06/12/2020 12:00:00 AM,211.82,552282.0,288982.0,Public Works,Office Machine Rental,Water Quality Mgmt Operations,Water Quality Engineering & Project Management,No,No,No,"Chicago,","IL,",60693-0149,US,190422,18,Yes
386969,Canon Solutions America,866161,2211647,10/20/2020 12:00:00 AM,22022937,10/13/2020 12:00:00 AM,82.75,552282.0,300227.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - John A. Patten,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
387011,Canon Solutions America,866161,2207007,05/19/2020 12:00:00 AM,21379621,04/30/2020 12:00:00 AM,41.55,552282.0,284534.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - South Chattanooga Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,19,Yes
387043,Canon Solutions America,866161,2146930,08/22/2016 12:00:00 AM,16397965,08/13/2016 12:00:00 AM,82.75,526878.0,146647.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - South Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,9,Yes
387136,Canon Solutions America,866161,2098402,02/18/2014 12:00:00 AM,4011983848,02/01/2014 12:00:00 AM,45.0,519302.0,80778.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Pretreatment-Monitoring,No,No,No,"Chicago,","IL,",60693,US,190422,17,Yes
387151,Canon Solutions America,866161,2196037,08/07/2019 12:00:00 AM,20355997,07/31/2019 12:00:00 AM,41.55,552282.0,254981.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Plant Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,7,Yes
387156,Canon Solutions America,866161,2180006,07/30/2018 12:00:00 AM,18779722,06/30/2018 12:00:00 AM,129.04,526878.0,212492.0,Fire,Office Machine Rental,General Fund,Fire Deputy Chief Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,30,Yes
387192,Canon Solutions America,866161,2159356,05/11/2017 12:00:00 AM,16603520,10/13/2016 12:00:00 AM,252.44,541638.0,156941.0,Executive Branch,Copying,General Fund,Executive Office Admin,No,No,No,"Chicago,","IL,",60693,US,190422,210,No
387208,Canon Solutions America,866161,2151839,12/02/2016 12:00:00 AM,4020611188,11/01/2016 12:00:00 AM,10.0,526878.0,153172.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,31,No
387247,Canon Solutions America,866161,2091713,10/16/2013 12:00:00 AM,4010916723,10/01/2013 12:00:00 AM,61.0,519302.0,73621.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - South Chattanooga Branch,No,No,No,"Chicago,","IL,",60693,US,190422,15,Yes
387254,Canon Solutions America,866161,2211141,10/01/2020 12:00:00 AM,21948007,09/30/2020 12:00:00 AM,185.65,552282.0,298471.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,1,Yes
387256,Canon Solutions America,866161,2173495,03/13/2018 12:00:00 AM,18419430,03/13/2018 12:00:00 AM,91.82,526878.0,197513.0,Finance & Admin,Office Machine Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,0,Yes
387284,Canon Solutions America,866161,2120356,04/17/2015 12:00:00 AM,4015601622,04/01/2015 12:00:00 AM,21.0,526878.0,108852.0,Youth & Family Development,Equipment Rental,General Fund,Rec Ctr - Brainerd,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
387289,Canon Solutions America,866161,2212456,11/17/2020 12:00:00 AM,22137451,11/12/2020 12:00:00 AM,82.75,552282.0,303157.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Summit of Softball,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
387303,Canon Solutions America,866161,2130064,10/05/2015 12:00:00 AM,15300279,09/12/2015 12:00:00 AM,108.58,526878.0,122071.0,Fire,Office Machine Rental,General Fund,Fire Deputy Chief Admin,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
387309,Canon Solutions America,866161,2169945,12/21/2017 12:00:00 AM,18010649,11/30/2017 12:00:00 AM,41.55,526878.0,187360.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - South Chattanooga Branch,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
387334,Canon Solutions America,866161,2079013,03/19/2013 12:00:00 AM,4008958399,03/01/2013 12:00:00 AM,118.09,519302.0,61350.0,Police,Equipment Rental,General Fund,Police Patrol Bravo,No,No,No,"Chicago,","IL,",60693,US,190422,18,Yes
387344,Canon Solutions America,866161,2212456,11/17/2020 12:00:00 AM,22137441,11/12/2020 12:00:00 AM,82.75,552282.0,303214.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Eastdale,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
387384,Canon Solutions America,866161,2215014,02/11/2021 12:00:00 AM,26166583,01/30/2021 12:00:00 AM,329.9,552282.0,311338.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
387385,Canon Solutions America,866161,2095500,12/17/2013 12:00:00 AM,4011474851,12/01/2013 12:00:00 AM,155.0,519302.0,77377.0,General Gov't & Agencies,Equipment Rental,General Fund,City Judges Division 1,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
387398,Canon Solutions America,866161,2167505,10/27/2017 12:00:00 AM,17653636,08/13/2017 12:00:00 AM,82.75,526878.0,183030.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - East Chattanooga,No,No,No,"Chicago,","IL,",60693-0149,US,190422,75,No
387466,Canon Solutions America,866161,2214390,01/21/2021 12:00:00 AM,26071278,01/13/2021 12:00:00 AM,82.75,552282.0,309180.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - North Chattanooga,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
387478,Canon Solutions America,866161,2217118,04/13/2021 12:00:00 AM,26480261,03/30/2021 12:00:00 AM,146.92,552282.0,317472.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Inflow & Infiltration,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
387529,Canon Solutions America,866161,2103417,05/21/2014 12:00:00 AM,4012774255,05/01/2014 12:00:00 AM,92.0,519302.0,86602.0,Youth & Family Development,Equipment Rental,General Fund,Rec Facility - Champion's Club,No,No,No,"Chicago,","IL,",60693,US,190422,20,Yes
387549,Canon Solutions America,866161,2130450,10/09/2015 12:00:00 AM,15203654,08/13/2015 12:00:00 AM,125.19,526878.0,123107.0,Economic & Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693,US,190422,57,No
387596,Canon Solutions America,866161,2083149,05/23/2013 12:00:00 AM,4009486730,05/01/2013 12:00:00 AM,175.0,519302.0,65013.0,Parks Management,Equipment Rental,General Fund,Parks & Rec Admin,No,No,No,"Chicago,","IL,",60693,US,190422,22,Yes
387605,Canon Solutions America,866161,2076135,01/31/2013 12:00:00 AM,4008481343,01/05/2013 12:00:00 AM,20.0,519302.0,58864.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,26,Yes
387630,Canon Solutions America,866161,2212456,11/17/2020 12:00:00 AM,22137433,11/12/2020 12:00:00 AM,82.75,552282.0,303062.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - East Lake,No,No,No,"Chicago,","IL,",60693-0149,US,190422,5,Yes
387712,Canon Solutions America,866161,2121848,05/14/2015 12:00:00 AM,4015872370,05/01/2015 12:00:00 AM,163.3,526878.0,111009.0,Finance & Admin,Equipment Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693,US,190422,13,Yes
387732,Canon Solutions America,866161,2186109,12/21/2018 12:00:00 AM,19544217,12/13/2018 12:00:00 AM,82.75,526878.0,229643.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Shepherd,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
387802,Canon Solutions America,866161,2168282,11/14/2017 12:00:00 AM,17869146,10/13/2017 12:00:00 AM,107.78,526878.0,184090.0,Transportation,Office Machine Rental,General Fund,Traffic Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,32,No
387809,Canon Solutions America,866161,2140920,05/09/2016 12:00:00 AM,4018236240,02/01/2016 12:00:00 AM,183.24,526878.0,138611.0,Police,Office Machine Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693,US,190422,98,No
387819,Canon Solutions America,866161,2109042,09/10/2014 12:00:00 AM,4013554508,08/01/2014 12:00:00 AM,94.09,526315.0,94314.0,Public Works,Equipment Rental,Interceptor Sewer Operations,ISS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,40,No
387863,Canon Solutions America,866161,2120073,04/13/2015 12:00:00 AM,4015600068,04/01/2015 12:00:00 AM,115.09,526315.0,108566.0,Human Resources,Equipment Rental,General Fund,Employees Insurance Office,No,No,No,"Chicago,","IL,",60693,US,190422,12,Yes
387867,Canon Solutions America,866161,2108916,09/08/2014 12:00:00 AM,4013556247,08/01/2014 12:00:00 AM,94.09,526312.0,94435.0,Youth & Family Development,Equipment Rental,Human Services Program,HSD Administration,No,No,No,"Chicago,","IL,",60693,US,190422,38,No
387877,Canon Solutions America,866161,2117039,02/13/2015 12:00:00 AM,4015083746,02/01/2015 12:00:00 AM,155.0,526312.0,104864.0,General Gov't & Agencies,Equipment Rental,General Fund,City Judges Division 1,No,No,No,"Chicago,","IL,",60693,US,190422,12,Yes
387931,Canon Solutions America,866161,2146371,08/12/2016 12:00:00 AM,16295981,07/13/2016 12:00:00 AM,104.25,526878.0,145823.0,General Gov't & Agencies,Office Machine Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
387979,Canon Solutions America,866161,2107269,08/05/2014 12:00:00 AM,4013313759,07/01/2014 12:00:00 AM,24.0,526878.0,92215.0,Youth & Family Development,Equipment Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
387980,Canon Solutions America,866161,2180713,08/15/2018 12:00:00 AM,4026114058,06/01/2018 12:00:00 AM,159.94,526878.0,214699.0,Youth & Family Development,Office Machine Rental,General Fund,Heritage House Programs,No,No,No,"Chicago,","IL,",60693-0149,US,190422,75,No
388059,Canon Solutions America,866161,2149216,10/05/2016 12:00:00 AM,16220519,06/30/2016 12:00:00 AM,117.17,526878.0,149733.0,Economic & Community Development,Office Machine Rental,General Fund,Outdoor Chattanooga,No,No,No,"Chicago,","IL,",60693,US,190422,97,No
388074,Canon Solutions America,866161,2119033,03/24/2015 12:00:00 AM,14634143,02/10/2015 12:00:00 AM,144.22,526878.0,107013.0,Youth & Family Development,Equipment Rental,General Fund,North River Center Programs,No,No,No,"Chicago,","IL,",60693,US,190422,42,No
388076,Canon Solutions America,866161,2088035,08/14/2013 12:00:00 AM,4010321904,08/01/2013 12:00:00 AM,45.0,519302.0,69893.0,Finance & Admin,Equipment Rental,General Fund,City Court Clerk's Office,No,No,No,"Chicago,","IL,",60693,US,190422,13,Yes
388149,Canon Solutions America,866161,2091871,10/17/2013 12:00:00 AM,4010919062,10/01/2013 12:00:00 AM,326.6,521595.0,73553.0,General Gov't & Agencies,Equipment Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,16,Yes
388151,Canon Solutions America,866161,2109151,09/11/2014 12:00:00 AM,4013792827,09/01/2014 12:00:00 AM,234.0,526312.0,94946.0,Public Works,Equipment Rental,General Fund,CWS Admin,No,No,No,"Chicago,","IL,",60693,US,190422,10,Yes
388193,Canon Solutions America,866161,2206614,05/08/2020 12:00:00 AM,21380411,04/30/2020 12:00:00 AM,97.88,552282.0,283271.0,Community Development,Office Machine Rental,General Fund,Land Development Office,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
388293,Canon Solutions America,866161,2132800,12/01/2015 12:00:00 AM,15494115,11/12/2015 12:00:00 AM,130.58,526878.0,126472.0,General Gov't & Agencies,Office Machine Rental,General Fund,311 Call Center,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
388368,Canon Solutions America,866161,2077458,02/21/2013 12:00:00 AM,4008469648,01/05/2013 12:00:00 AM,53.0,519302.0,59944.0,Fire,Equipment Rental,General Fund,Fire Training Division,No,No,No,"Chicago,","IL,",60693,US,190422,47,No
388379,Canon Solutions America,866161,2164469,08/22/2017 12:00:00 AM,4023100183,07/02/2017 12:00:00 AM,94.09,526878.0,175889.0,General Gov't & Agencies,Equipment Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693,US,190422,51,No
388412,Canon Solutions America,866161,2211141,10/01/2020 12:00:00 AM,21792307,08/13/2020 12:00:00 AM,82.75,552282.0,298495.0,Youth & Family Development,Office Machine Rental,General Fund,Recreation Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,49,No
388418,Canon Solutions America,866161,2087035,07/24/2013 12:00:00 AM,4010025497,07/01/2013 12:00:00 AM,20.0,519302.0,67996.0,Finance & Admin,Equipment Rental,General Fund,Finance Office,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
388419,Canon Solutions America,866161,2168282,11/14/2017 12:00:00 AM,17869143,10/13/2017 12:00:00 AM,107.78,526878.0,184510.0,General Gov't & Agencies,Office Machine Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693-0149,US,190422,32,No
388481,Canon Solutions America,866161,2185234,11/30/2018 12:00:00 AM,19105059,08/14/2018 12:00:00 AM,345.25,526878.0,226887.0,Executive Branch,Office Machine Rental,General Fund,Executive Office Admin,No,No,No,"Chicago,","IL,",60693-0149,US,190422,108,No
388510,Canon Solutions America,866161,2217118,04/13/2021 12:00:00 AM,26480365,03/30/2021 12:00:00 AM,190.01,552282.0,317514.0,Public Works,Office Machine Rental,Water Quality Mgmt Operations,Water Quality Management,No,No,No,"Chicago,","IL,",60693-0149,US,190422,14,Yes
388663,Canon Solutions America,866161,2134353,12/31/2015 12:00:00 AM,4017720883,12/01/2015 12:00:00 AM,115.09,526315.0,128836.0,General Services,Equipment Rental,TN Valley Regional Communications,TN Valley Regional Communications,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
388670,Canon Solutions America,866161,2141097,05/11/2016 12:00:00 AM,15992709,04/12/2016 12:00:00 AM,524.71,526878.0,138904.0,Youth & Family Development,Office Machine Rental,2016 LIHEAP - Oct-Sep,LIHEAP - Program Support,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
388708,Canon Solutions America,866161,2119087,03/25/2015 12:00:00 AM,4015344296,03/01/2015 12:00:00 AM,145.0,526312.0,107338.0,Youth & Family Development,Office Machine Rental,2015 Head Start,Head Start Centers,No,No,No,"Chicago,","IL,",60693,US,190422,24,Yes
388762,Canon Solutions America,866161,2177211,05/22/2018 12:00:00 AM,4025849323,05/01/2018 12:00:00 AM,159.94,548934.0,205268.0,Police,Office Machine Rental,General Fund,Chief of Police,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
388766,Canon Solutions America,866161,2093307,11/12/2013 12:00:00 AM,4011185539,11/01/2013 12:00:00 AM,159.94,521447.0,75007.0,Police,Equipment Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693,US,190422,11,Yes
388793,Canon Solutions America,866161,2151762,12/01/2016 12:00:00 AM,16706607,11/12/2016 12:00:00 AM,163.7,526878.0,152986.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Pretreatment-Monitoring,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
388857,Canon Solutions America,866161,2146023,08/05/2016 12:00:00 AM,4019551373,07/01/2016 12:00:00 AM,118.09,526878.0,145605.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,35,No
388942,Canon Solutions America,866161,2096515,01/09/2014 12:00:00 AM,4011714898,01/01/2014 12:00:00 AM,139.09,521447.0,78987.0,Human Resources,Equipment Rental,On-site Medical Clinics & Wellness,WellAdvantage Center,No,No,No,"Chicago,","IL,",60693,US,190422,8,Yes
388944,Canon Solutions America,866161,2130450,10/09/2015 12:00:00 AM,15300245,09/12/2015 12:00:00 AM,277.58,526878.0,122965.0,General Gov't & Agencies,Equipment Rental,Regional Planning Agency,RPA - Agency Operations,No,No,No,"Chicago,","IL,",60693,US,190422,27,Yes
388978,Canon Solutions America,866161,2152968,12/22/2016 12:00:00 AM,4020890238,12/02/2016 12:00:00 AM,82.54,526878.0,155836.0,Fire,Office Machine Rental,General Fund,Fire Training Division,No,No,No,"Chicago,","IL,",60693,US,190422,20,Yes
388998,Canon Solutions America,866161,2187363,01/23/2019 12:00:00 AM,19654257,01/13/2019 12:00:00 AM,82.75,552282.0,232415.0,Youth & Family Development,Office Machine Rental,General Fund,Youth Dev - CAPS,No,No,No,"Chicago,","IL,",60693-0149,US,190422,10,Yes
389001,Canon Solutions America,866161,2193718,06/12/2019 12:00:00 AM,20132396,05/31/2019 12:00:00 AM,133.52,552282.0,248493.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,12,Yes
389111,Canon Solutions America,866161,2094011,11/21/2013 12:00:00 AM,4011141874,10/29/2013 12:00:00 AM,208.3,521447.0,75885.0,General Services,Equipment Rental,General Fund,Purchasing,No,No,No,"Chicago,","IL,",60693,US,190422,23,Yes
389141,Canon Solutions America,866161,2095048,12/10/2013 12:00:00 AM,4011448816,12/01/2013 12:00:00 AM,175.0,519302.0,77169.0,Finance & Admin,Equipment Rental,General Fund,Office of City Treasurer,No,No,No,"Chicago,","IL,",60693,US,190422,9,Yes
389212,Canon Solutions America,866161,2183408,10/17/2018 12:00:00 AM,18779666,06/30/2018 12:00:00 AM,115.98,526878.0,221902.0,Youth & Family Development,Office Machine Rental,General Fund,Youth & Family Development,No,No,No,"Chicago,","IL,",60693-0149,US,190422,109,No
389239,Canon Solutions America,866161,2206614,05/08/2020 12:00:00 AM,21379427,04/30/2020 12:00:00 AM,133.52,552282.0,283291.0,Police,Office Machine Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
389255,Canon Solutions America,866161,2088344,08/20/2013 12:00:00 AM,4010356524,08/01/2013 12:00:00 AM,45.0,521596.0,70018.0,General Gov't & Agencies,Equipment Rental,General Fund,City Attorney Operations,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
389263,Canon Solutions America,866161,2080748,04/15/2013 12:00:00 AM,4009208622,04/01/2013 12:00:00 AM,159.94,519302.0,62939.0,Police,Equipment Rental,General Fund,Major Crimes,No,No,No,"Chicago,","IL,",60693,US,190422,14,Yes
389293,Canon Solutions America,866161,2132800,12/01/2015 12:00:00 AM,4017479248,11/02/2015 12:00:00 AM,94.09,526315.0,125730.0,General Gov't & Agencies,Office Machine Rental,General Fund,Information Technology,No,No,No,"Chicago,","IL,",60693,US,190422,29,Yes
389353,Canon Solutions America,866161,2192070,05/08/2019 12:00:00 AM,20020415,04/30/2019 12:00:00 AM,118.92,552282.0,244158.0,Youth & Family Development,Office Machine Rental,General Fund,Youth & Family Development,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
389394,Canon Solutions America,866161,2182969,10/05/2018 12:00:00 AM,18749080,06/12/2018 12:00:00 AM,82.75,526878.0,221155.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Ctr - Cromwell Community Center,No,No,No,"Chicago,","IL,",60693-0149,US,190422,115,No
389434,Canon Solutions America,866161,2185411,12/05/2018 12:00:00 AM,19433636,11/12/2018 12:00:00 AM,82.75,526878.0,227510.0,Youth & Family Development,Office Machine Rental,General Fund,Rec Facility - Skatepark,No,No,No,"Chicago,","IL,",60693-0149,US,190422,23,Yes
389584,Canon Solutions America,866161,2189199,03/11/2019 12:00:00 AM,19797804,02/28/2019 12:00:00 AM,175.02,552282.0,237976.0,Public Works,Office Machine Rental,Interceptor Sewer Operations,ISS Sewer Maintenance,No,No,No,"Chicago,","IL,",60693-0149,US,190422,11,Yes
389591,Canon Solutions America,866161,2097620,01/31/2014 12:00:00 AM,4011718844,01/01/2014 12:00:00 AM,175.0,519302.0,80142.0,Economic & Community Development,Equipment Rental,Comm Develop Block Grant FY14,CDBG - Admin,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
389686,Canon Solutions America,866161,2195304,07/22/2019 12:00:00 AM,20244202,06/30/2019 12:00:00 AM,121.82,552282.0,252626.0,Fire,Office Machine Rental,General Fund,Fire Logistics & Technology,No,No,No,"Chicago,","IL,",60693-0149,US,190422,22,Yes
389752,Canon Solutions America,866161,2087289,07/31/2013 12:00:00 AM,4010021793,07/01/2013 12:00:00 AM,61.0,519302.0,69095.0,General Gov't & Agencies,Equipment Rental,Public Library,Library - Downtown Branch-Central Office,No,No,No,"Chicago,","IL,",60693,US,190422,30,Yes
389759,Canon Solutions America,866161,2213481,12/21/2020 12:00:00 AM,22177791,11/30/2020 12:00:00 AM,75.98,552282.0,306566.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693-0149,US,190422,21,Yes
389767,Canon Solutions America,866161,2165766,09/20/2017 12:00:00 AM,4023603909,09/01/2017 12:00:00 AM,159.94,545573.0,179525.0,Police,Office Machine Rental,General Fund,Police Patrol Alpha,No,No,No,"Chicago,","IL,",60693,US,190422,19,Yes
389816,Canon Solutions America,866161,2210421,09/08/2020 12:00:00 AM,21832463,08/31/2020 12:00:00 AM,107.78,552282.0,295896.0,Police,Office Machine Rental,General Fund,Records Management & Services,No,No,No,"Chicago,","IL,",60693-0149,US,190422,8,Yes
